BTCUSDT +0,Ci05_2,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,BaseExitLevel,MaxHoldingBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,50,200,20,361,332,52.09%,2935681157,26.98%,10882.4877
END

BTCUSDT +0,Ci05,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
14,7,18,44,14,2.5,1.0,2.0,14,40,1.0,6,475,1263,27.33%,53597,95.07%,0.0564
14,7,18,52,14,2.5,1.0,2.0,14,40,1.0,6,468,1190,28.23%,43829,95.66%,0.0458
14,7,22,36,14,2.5,1.0,2.0,14,40,1.0,6,554,1466,27.43%,36975,96.33%,0.0392
14,7,22,44,14,2.5,1.0,2.0,14,40,1.0,6,548,1374,28.51%,44339,95.59%,0.0474
14,7,22,52,14,2.5,1.0,2.0,14,40,1.0,6,549,1296,29.76%,45333,95.42%,0.0486
14,7,26,36,14,2.5,1.0,2.0,14,40,1.0,6,590,1542,27.67%,28288,97.20%,0.0298
14,7,26,44,14,2.5,1.0,2.0,14,40,1.0,6,580,1459,28.45%,23822,97.59%,0.0250
14,7,26,52,14,2.5,1.0,2.0,14,40,1.0,6,581,1383,29.58%,32279,96.74%,0.0341
14,9,18,36,14,2.5,1.0,2.0,14,40,1.0,6,405,1150,26.05%,84979,92.06%,0.0923
14,9,18,44,14,2.5,1.0,2.0,14,40,1.0,6,402,1083,27.07%,102116,91.26%,0.1119
14,9,18,52,14,2.5,1.0,2.0,14,40,1.0,6,392,1026,27.64%,89269,91.52%,0.0975
14,9,22,36,14,2.5,1.0,2.0,14,40,1.0,6,457,1238,26.96%,76208,92.89%,0.0839
14,9,22,44,14,2.5,1.0,2.0,14,40,1.0,6,450,1166,27.85%,94846,91.14%,0.1064
14,9,22,52,14,2.5,1.0,2.0,14,40,1.0,6,451,1101,29.06%,88911,91.56%,0.0993
14,9,26,36,14,2.5,1.0,2.0,14,40,1.0,6,487,1292,27.37%,85584,92.26%,0.0948
14,9,26,44,14,2.5,1.0,2.0,14,40,1.0,6,478,1219,28.17%,73497,92.84%,0.0809
14,9,26,52,14,2.5,1.0,2.0,14,40,1.0,6,480,1157,29.32%,90269,91.27%,0.1011
20,5,18,36,14,2.5,1.0,2.0,14,40,1.0,6,341,996,25.50%,117538,89.33%,0.1316
20,5,18,44,14,2.5,1.0,2.0,14,40,1.0,6,344,934,26.92%,174421,84.66%,0.2060
20,5,18,52,14,2.5,1.0,2.0,14,40,1.0,6,339,884,27.72%,179252,83.61%,0.2144
20,5,22,36,14,2.5,1.0,2.0,14,40,1.0,6,494,1379,26.37%,81253,91.75%,0.0905
20,5,22,44,14,2.5,1.0,2.0,14,40,1.0,6,493,1282,27.77%,120239,89.82%,0.1368
20,5,22,52,14,2.5,1.0,2.0,14,40,1.0,6,497,1218,28.98%,154757,88.19%,0.1793
20,5,26,36,14,2.5,1.0,2.0,14,40,1.0,6,595,1600,27.11%,65526,93.33%,0.0717
20,5,26,44,14,2.5,1.0,2.0,14,40,1.0,6,598,1499,28.52%,76680,92.38%,0.0848
20,5,26,52,14,2.5,1.0,2.0,14,40,1.0,6,604,1415,29.92%,116880,88.20%,0.1354
20,7,18,36,14,2.5,1.0,2.0,14,40,1.0,6,281,879,24.22%,147372,86.43%,0.1705
20,7,18,44,14,2.5,1.0,2.0,14,40,1.0,6,283,824,25.56%,189425,83.75%,0.2262
20,7,18,52,14,2.5,1.0,2.0,14,40,1.0,6,277,781,26.18%,205748,80.75%,0.2548
20,7,22,36,14,2.5,1.0,2.0,14,40,1.0,6,405,1139,26.23%,133625,86.71%,0.1575
20,7,22,44,14,2.5,1.0,2.0,14,40,1.0,6,406,1053,27.83%,201295,81.41%,0.2527
20,7,22,52,14,2.5,1.0,2.0,14,40,1.0,6,405,1001,28.81%,226059,77.85%,0.2967
20,7,26,36,14,2.5,1.0,2.0,14,40,1.0,6,474,1326,26.33%,106661,89.15%,0.1223
20,7,26,44,14,2.5,1.0,2.0,14,40,1.0,6,471,1238,27.56%,128180,87.06%,0.1504
20,7,26,52,14,2.5,1.0,2.0,14,40,1.0,6,470,1171,28.64%,164900,83.35%,0.2021
20,9,18,36,14,2.5,1.0,2.0,14,40,1.0,6,255,791,24.38%,198544,82.29%,0.2413
20,9,18,44,14,2.5,1.0,2.0,14,40,1.0,6,253,740,25.48%,244832,79.25%,0.3089
20,9,18,52,14,2.5,1.0,2.0,14,40,1.0,6,251,699,26.42%,259815,76.16%,0.3411
20,9,22,36,14,2.5,1.0,2.0,14,40,1.0,6,344,970,26.18%,184621,82.74%,0.2279
20,9,22,44,14,2.5,1.0,2.0,14,40,1.0,6,343,900,27.59%,267589,76.17%,0.3588
20,9,22,52,14,2.5,1.0,2.0,14,40,1.0,6,344,851,28.79%,275358,74.61%,0.3769
20,9,26,36,14,2.5,1.0,2.0,14,40,1.0,6,400,1090,26.85%,203683,81.09%,0.2566
20,9,26,44,14,2.5,1.0,2.0,14,40,1.0,6,397,1016,28.10%,225101,77.27%,0.2976
20,9,26,52,14,2.5,1.0,2.0,14,40,1.0,6,397,964,29.17%,270359,73.12%,0.3776
26,5,18,36,14,2.5,1.0,2.0,14,40,1.0,6,193,548,26.05%,350918,68.21%,0.5144
26,5,18,44,14,2.5,1.0,2.0,14,40,1.0,6,192,512,27.27%,368283,67.40%,0.5464
26,5,18,52,14,2.5,1.0,2.0,14,40,1.0,6,190,485,28.15%,302752,70.75%,0.4279
26,5,22,36,14,2.5,1.0,2.0,14,40,1.0,6,295,819,26.48%,227460,79.54%,0.2913
26,5,22,44,14,2.5,1.0,2.0,14,40,1.0,6,297,759,28.12%,212157,83.57%,0.2586
26,5,22,52,14,2.5,1.0,2.0,14,40,1.0,6,299,707,29.72%,245055,80.19%,0.3113
26,5,26,36,14,2.5,1.0,2.0,14,40,1.0,6,407,1110,26.83%,179351,84.25%,0.2169
26,5,26,44,14,2.5,1.0,2.0,14,40,1.0,6,405,1036,28.11%,166442,85.60%,0.1981
26,5,26,52,14,2.5,1.0,2.0,14,40,1.0,6,404,969,29.42%,235002,78.24%,0.3059
26,7,18,36,14,2.5,1.0,2.0,14,40,1.0,6,174,514,25.29%,348323,68.87%,0.5058
26,7,18,44,14,2.5,1.0,2.0,14,40,1.0,6,173,475,26.70%,355167,69.84%,0.5086
26,7,18,52,14,2.5,1.0,2.0,14,40,1.0,6,172,447,27.79%,313755,71.77%,0.4372
26,7,22,36,14,2.5,1.0,2.0,14,40,1.0,6,266,733,26.63%,295618,74.48%,0.4050
26,7,22,44,14,2.5,1.0,2.0,14,40,1.0,6,266,677,28.21%,317126,77.13%,0.4196
26,7,22,52,14,2.5,1.0,2.0,14,40,1.0,6,265,633,29.51%,304500,74.43%,0.4175
26,7,26,36,14,2.5,1.0,2.0,14,40,1.0,6,356,993,26.39%,240928,79.22%,0.3104
26,7,26,44,14,2.5,1.0,2.0,14,40,1.0,6,355,924,27.76%,239563,80.10%,0.3052
26,7,26,52,14,2.5,1.0,2.0,14,40,1.0,6,349,869,28.65%,273356,74.47%,0.3745
26,9,18,36,14,2.5,1.0,2.0,14,40,1.0,6,165,486,25.35%,409665,63.52%,0.6450
26,9,18,44,14,2.5,1.0,2.0,14,40,1.0,6,164,444,26.97%,439676,62.98%,0.6981
26,9,18,52,14,2.5,1.0,2.0,14,40,1.0,6,164,420,28.08%,403271,65.73%,0.6135
26,9,22,36,14,2.5,1.0,2.0,14,40,1.0,6,249,690,26.52%,343882,66.87%,0.5248
26,9,22,44,14,2.5,1.0,2.0,14,40,1.0,6,243,640,27.52%,413975,68.37%,0.6178
26,9,22,52,14,2.5,1.0,2.0,14,40,1.0,6,240,603,28.47%,356835,68.51%,0.5314
26,9,26,36,14,2.5,1.0,2.0,14,40,1.0,6,316,888,26.25%,270082,72.88%,0.3782
26,9,26,44,14,2.5,1.0,2.0,14,40,1.0,6,311,822,27.45%,261400,75.19%,0.3548
26,9,26,52,14,2.5,1.0,2.0,14,40,1.0,6,309,777,28.45%,285346,72.91%,0.3993
END

RLCUSDT +9,Ci31,1h,4h,None,2021-10-03,2023-10-03,Total,10,5,2025-10-23 16:21:50
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,14,2.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,2.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,2.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,2.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,2.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,2.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
20,9,26,52,14,3.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,2.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
26,9,26,52,14,3.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,2.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.0,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.0,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.0,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.5,1.25,2.5,40,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.5,1.25,2.5,45,2,0,0,0.00%,1000000,0.00%,0
32,9,26,52,14,3.5,1.25,2.5,50,2,0,0,0.00%,1000000,0.00%,0
END

BNBUSDT +9,Ci31,1h,4h,None,2021-10-29,2023-10-29,Total,10,5,2025-10-24 17:16:28
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
ADAUSDT +9,Ci31,1h,4h,None,2021-08-16,2023-08-16,Total,10,5,2025-10-24 17:19:12
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
ENJUSDT +9,Ci31,1h,4h,None,2021-04-03,2023-04-03,Total,10,5,2025-10-24 17:24:15
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
ETHUSDT +9,Ci31,1h,4h,None,2021-12-07,2023-12-07,Total,10,5,2025-10-24 17:26:33
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
AAVEUSDT +9,Ci31,1h,4h,None,2022-11-23,2024-11-22,Total,10,5,2025-10-24 17:29:16
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
RLCUSDT +9,Ci31,1h,4h,None,2022-10-01,2024-09-30,Total,10,5,2025-10-24 17:30:49
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
ADAUSDT +9,Ci31,1h,4h,None,2022-11-06,2024-11-05,Total,10,5,2025-10-24 17:37:42
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
BTCUSDT +9,Ci31,1h,4h,None,2022-10-01,2024-09-30,Total,10,5,2025-10-24 17:39:13
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
AAVEUSDT +9,Ci31,1h,4h,None,2023-04-21,2025-04-20,Total,10,5,2025-10-24 17:40:02
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,658,1039,38.77%,66871131,57.10%,117.1140
END

TRBUSDT +9,Ci31,1h,4h,None,2023-06-16,2025-06-15,Total,10,5,2025-10-24 17:52:01
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,579,790,42.29%,843452,88.19%,0.9564
END

BCHUSDT +9,Ci31,1h,4h,None,2021-04-10,2023-04-10,Total,10,5,2025-11-14 13:11:30
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
SOLUSDT +9,Cci2Backtester2,1h,4h,None,2022-09-28,2024-09-27,Total,10,5,2025-11-14 13:52:38
VETUSDT +9,Cci2Backtester2,1h,4h,None,2023-05-18,2025-05-17,Total,10,5,2025-11-14 14:14:16
CciPeriod,Deviation,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
YFIUSDT +9,Cci2Backtester2,1h,4h,None,2023-03-29,2025-03-28,Total,10,5,2025-11-14 14:19:36
CciPeriod,Deviation,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
EGLDUSDT +9,Ci31,1h,4h,None,2021-11-29,2023-11-29,Total,10,5,2025-11-14 14:28:36
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,646,788,45.05%,901423,94.24%,0.9565
END

LRCUSDT +9,Ci31,1h,4h,None,2022-08-01,2024-07-31,Total,10,5,2025-11-14 14:28:43
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,572,869,39.69%,4269497,56.93%,7.4995
END

XLMUSDT +9,Ci31,1h,4h,None,2023-02-12,2025-02-11,Total,10,5,2025-11-14 14:28:49
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,526,849,38.25%,170268,95.03%,0.1792
END

BTCUSDT +9,Ci31,1h,4h,None,2023-02-03,2025-02-02,Total,10,5,2025-11-14 14:28:52
LowerCciPeriod,UpperIchimokuTenkan,UpperIchimokuKijun,UpperIchimokuSenkouB,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiFilter,UpperTrendLookback,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
26,9,26,52,14,2.5,1.25,2.5,45,2,547,908,37.59%,349225,88.98%,0.3925
END

ADAUSDT +9,Ci101,1h,None,None,2023-05-02,2025-05-01,Total,10,5,2025-11-14 16:30:53
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,-120,120,1.2,1,3,25.00%,987367,1.27%,77.7884
END

XRPUSDT +9,Ci102,1h,None,None,2021-02-20,2023-02-20,Total,10,5,2025-11-14 16:31:04
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,154,2150,6.68%,4356788,65.44%,6.6580
END

AAVEUSDT +9,Ci103,1h,None,None,2022-11-07,2024-11-06,Total,10,5,2025-11-14 16:31:13
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,1712,3106,35.53%,65253,95.20%,0.0686
END

BNBUSDT +9,Ci104,1h,None,None,2022-02-19,2024-02-19,Total,10,5,2025-11-14 16:31:21
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,-120,120,66,112,37.08%,793887,21.51%,3.6899
END

SUSHIUSDT +9,Ci105,1h,None,None,2021-11-29,2023-11-29,Total,10,5,2025-11-14 16:31:26
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,62,319,16.27%,1171667,21.45%,5.4636
END

BTCUSDT +9,Ci102,1h,None,None,2021-09-13,2023-09-13,Total,10,5,2025-11-14 16:31:34
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,137,1490,8.42%,861609,69.73%,1.2380
END

AAVEUSDT +9,Ci102,1h,None,None,2022-05-15,2024-05-14,Total,10,5,2025-11-14 16:31:39
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,217,2407,8.27%,2702898,63.02%,4.2889
END

BCHUSDT +9,Ci102,1h,None,None,2023-04-01,2025-03-31,Total,10,5,2025-11-14 16:31:42
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,141,1980,6.65%,1635343,54.72%,2.9884
END

ADAUSDT +9,Ci102,1h,None,None,2022-12-02,2024-12-01,Total,10,5,2025-11-14 16:31:44
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,168,1751,8.75%,1361202,57.41%,2.4103
END

AAVEUSDT +9,Ci102,1h,None,None,2022-03-20,2024-03-19,Total,10,5,2025-11-14 16:31:47
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,227,2355,8.79%,382310,85.55%,0.4464
END

DOGEUSDT +9,Ci102,1h,None,None,2023-03-26,2025-03-25,Total,10,5,2025-11-14 16:31:49
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciMomentumThreshold,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,100,1.2,233,2544,8.39%,1947842,72.61%,2.6752
END

TRXUSDT +9,Ci102_Revamped,1h,None,None,2022-08-31,2024-08-30,Total,10,5,2025-11-14 17:22:17
CciPeriod,Tenkan,Kijun,SenkouB,DemaPeriod,CciOS,CciOB,VolMul,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,34,-110,110,1.25,2,3,40.00%,1002003,3.21%,31.2091
END

NEOUSDT +9,Ci102_Revamped,1h,None,None,2022-07-03,2024-07-02,Total,10,5,2025-11-14 17:22:23
CciPeriod,Tenkan,Kijun,SenkouB,DemaPeriod,CciOS,CciOB,VolMul,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,34,-110,110,1.25,0,6,0.00%,1010762,2.56%,39.4252
END

SUSHIUSDT +9,Ci102_Revamped,1h,None,None,2023-06-15,2025-06-14,Total,10,5,2025-11-14 17:22:27
CciPeriod,Tenkan,Kijun,SenkouB,DemaPeriod,CciOS,CciOB,VolMul,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,34,-110,110,1.25,3,1,75.00%,1003855,0.07%,1492.3519
END

NEOUSDT +9,Ci102_revamped_v2,1h,None,None,2023-03-21,2025-03-20,Total,10,5,2025-11-14 17:26:12
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,34,14,40,120,1.5,1.15,0.003,3,4358,5071,46.22%,8529869239,36.93%,23095.6800
END

XMRUSDT +9,Ci102,1h,None,None,2021-07-12,2023-07-12,Total,10,5,2025-11-15 23:53:38
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4238,5073,45.52%,2993823779,37.47%,7990.6079
END

SOLUSDT +9,Ci102,1h,None,None,2021-06-10,2023-06-10,Total,10,5,2025-11-15 23:53:46
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4317,5051,46.08%,40508310585,19.60%,206698.5713
END

VETUSDT +9,Ci102,1h,None,None,2021-05-21,2023-05-21,Total,10,5,2025-11-15 23:53:51
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4537,4895,48.10%,2419810436,43.86%,5521.4627
END

DOGEUSDT +9,Ci102,1h,None,None,2022-05-03,2024-05-02,Total,10,5,2025-11-16 00:16:58
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4229,5045,45.60%,1655914569,26.97%,6168.2869
END

EGLDUSDT +9,Ci102,1h,None,None,2021-03-12,2023-03-12,Total,10,5,2025-11-16 00:17:05
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4377,5143,45.98%,288788970927,46.59%,619232.0241
END

